FID,AID,Year,Julianday,Hour,Minute,Activity,Temperatur,Latitude,Longitude,HDOP,NumSats,FixTime,2D_3D,POINT_X,POINT_Y
11279,31359,2013,151,16,30,58,22,59.154780000000002,-121.255889999999990,1.700000000000000,4,29,3,599745.775645000050000,6558590.638799999800000
11280,31359,2013,151,17,1,41,22,59.157570000000000,-121.260360000000010,2.300000000000000,5,60,3,599482.073827999990000,6558894.572920000200000
11281,31359,2013,151,17,30,43,21,59.159610000000001,-121.264290000000000,1.800000000000000,4,36,3,599251.458720000000000,6559115.831299999700000
11282,31359,2013,151,18,0,60,19,59.161290000000001,-121.258540000000000,1.500000000000000,4,23,3,599575.325151000060000,6559311.431590000200000
11283,31359,2013,151,18,30,75,19,59.159660000000002,-121.248150000000000,1.600000000000000,5,47,3,600174.095104999960000,6559145.518600000100000
11284,31359,2013,151,19,0,83,17,59.168160000000000,-121.248840000000000,1.500000000000000,5,27,3,600109.804114000060000,6560090.777110000100000
11285,31359,2013,151,19,30,57,17,59.170040000000000,-121.245780000000000,1.400000000000000,5,29,3,600279.207171999970000,6560304.670860000000000
11286,31359,2013,151,20,2,72,18,59.169040000000003,-121.236830000000000,2.000000000000000,6,114,3,600793.696236000050000,6560206.829730000300000
11287,31359,2013,151,20,30,43,18,59.170099999999998,-121.237700000000000,1.800000000000000,6,22,3,600740.851346999990000,6560323.523860000100000
11288,31359,2013,151,21,0,44,17,59.168909999999997,-121.240370000000000,1.300000000000000,5,29,3,600591.739957000010000,6560187.014050000300000
11289,31359,2013,151,21,30,51,16,59.171460000000003,-121.242300000000000,2.400000000000000,5,38,3,600473.944479000060000,6560467.993649999600000
11290,31359,2013,151,22,0,37,20,59.171129999999998,-121.241150000000000,1.200000000000000,7,38,3,600540.639916999960000,6560432.987750000300000
11291,31359,2013,151,22,31,9,20,59.171570000000003,-121.241480000000000,2.700000000000000,4,63,3,600520.487622000040000,6560481.475069999700000
11292,31359,2013,151,23,0,3,21,59.171729999999997,-121.241450000000000,2.600000000000000,4,38,3,600521.732611999960000,6560499.332849999900000
11293,31359,2013,152,0,31,0,22,59.171630000000000,-121.241220000000000,1.300000000000000,4,73,3,600535.171393999950000,6560488.546570000200000
11294,31359,2013,152,1,0,13,23,59.171610000000001,-121.241290000000010,1.200000000000000,6,42,3,600531.229366000040000,6560486.214510000300000
11295,31359,2013,152,1,30,0,24,59.171570000000003,-121.241260000000000,1.700000000000000,6,39,3,600533.061382999990000,6560481.806579999600000
11296,31359,2013,152,2,0,0,21,59.171570000000003,-121.241220000000000,2.200000000000000,5,42,3,600535.347521999970000,6560481.866860000400000
11297,31359,2013,152,2,31,0,22,59.171689999999998,-121.241190000000000,2.000000000000000,6,98,3,600536.709863999970000,6560495.271499999800000
11298,31359,2013,152,4,0,26,18,59.170160000000003,-121.241290000000010,3.500000000000000,5,22,3,600535.485588000040000,6560324.787999999700000
11299,31359,2013,152,4,30,47,16,59.173479999999998,-121.239500000000010,1.200000000000000,6,44,3,600628.039174000030000,6560697.097799999600000
11300,31359,2013,152,5,0,80,15,59.174300000000002,-121.251310000000000,2.100000000000000,5,23,3,599950.700425000050000,6560770.632910000200000
11301,31359,2013,152,5,30,72,15,59.180329999999998,-121.260840000000000,1.400000000000000,5,23,3,599388.564922000050000,6561427.708859999700000
11302,31359,2013,152,6,0,21,17,59.180470000000000,-121.261000000000000,0.900000000000000,9,38,3,599379.016283000000000,6561443.056590000200000
11303,31359,2013,152,6,30,18,18,59.180399999999999,-121.261630000000000,1.800000000000000,7,23,3,599343.221896999980000,6561434.325140000300000
11304,31359,2013,152,7,0,30,17,59.179900000000004,-121.265640000000000,1.400000000000000,6,22,3,599115.541817000020000,6561372.695369999900000
11305,31359,2013,152,7,30,14,19,59.179900000000004,-121.268390000000000,1.700000000000000,5,23,3,598958.407020000040000,6561368.612560000300000
11306,31359,2013,152,8,0,2,23,59.179830000000003,-121.268249999999990,2.600000000000000,4,33,3,598966.608954000050000,6561361.027189999800000
11307,31359,2013,152,8,30,7,25,59.179890000000000,-121.268440000000000,4.600000000000000,5,53,3,598955.578926000050000,6561367.425090000000000
11308,31359,2013,152,9,0,4,25,59.179819999999999,-121.268530000000000,2.700000000000000,5,22,3,598950.638638000000000,6561359.498510000300000
11309,31359,2013,152,9,30,29,21,59.179530000000000,-121.271790000000000,3.300000000000000,5,23,3,598765.198454000060000,6561322.381710000300000
11310,31359,2013,152,10,0,48,19,59.180430000000001,-121.279020000000000,2.100000000000000,5,37,3,598349.486099999980000,6561411.896390000400000
11311,31359,2013,152,10,32,78,19,59.177770000000002,-121.294540000000000,2.500000000000000,4,120,2,597470.255986999950000,6561092.979100000100000
11312,31359,2013,152,11,0,53,17,59.177210000000002,-121.309910000000000,1.800000000000000,4,22,3,596593.532742999960000,6561008.277560000300000
11313,31359,2013,152,11,30,82,17,59.179139999999997,-121.327260000000000,1.400000000000000,4,23,3,595596.675866000010000,6561198.153199999600000
11314,31359,2013,152,12,0,87,16,59.177470000000000,-121.346670000000000,13.000000000000000,3,29,3,594492.154802000030000,6560984.575100000000000
11315,31359,2013,152,12,32,33,18,59.174840000000003,-121.357400000000000,0.000000000000000,2,120,2,593886.197674999940000,6560676.622809999600000
11316,31359,2013,152,13,0,87,16,59.169699999999999,-121.371690000000000,1.100000000000000,7,48,3,593083.496945000020000,6560084.351769999600000
11317,31359,2013,152,13,32,80,15,59.164859999999997,-121.384700000000000,1.500000000000000,6,120,2,592352.912745999990000,6559527.423120000400000
11318,31359,2013,152,14,0,84,14,59.159239999999997,-121.385150000000000,2.000000000000000,5,23,3,592342.333256999960000,6558901.112230000100000
11319,31359,2013,152,14,30,56,15,59.157380000000003,-121.385740000000000,1.700000000000000,5,23,3,592313.609928000020000,6558693.217650000000000
11320,31359,2013,152,15,0,81,13,59.161790000000003,-121.389349999999990,1.500000000000000,5,27,3,592095.339655000020000,6559179.204939999600000
11321,31359,2013,152,16,1,41,14,59.153219999999997,-121.381240000000010,0.800000000000000,9,52,3,592582.153269000000000,6558236.310239999600000
11322,31359,2013,152,16,30,41,13,59.151170000000000,-121.381350000000000,1.100000000000000,6,22,3,592581.399837999950000,6558007.926719999900000
11323,31359,2013,152,17,0,81,14,59.141179999999999,-121.382430000000000,1.300000000000000,5,27,3,592546.598394999980000,6556894.221350000200000
11324,31359,2013,152,18,2,57,14,59.145960000000002,-121.401450000000000,2.600000000000000,3,120,2,591445.785762000010000,6557400.169490000200000
11325,31359,2013,152,18,31,82,14,59.137529999999998,-121.396460000000000,1.900000000000000,4,92,3,591753.760036000050000,6556468.486300000000000
11326,31359,2013,152,19,0,35,14,59.134180000000001,-121.389570000000010,3.000000000000000,4,27,3,592156.954164000000000,6556105.016760000000000
11327,31359,2013,152,19,31,56,15,59.133600000000001,-121.384630000000000,2.500000000000000,5,57,3,592441.173658999960000,6556047.276010000100000
11328,31359,2013,152,20,1,92,12,59.124870000000001,-121.378249999999990,2.400000000000000,5,59,3,592829.848607999970000,6555084.204579999700000
11329,31359,2013,152,20,30,63,13,59.119370000000004,-121.379670000000000,1.700000000000000,6,22,3,592763.443442999970000,6554469.906609999900000
11330,31359,2013,152,21,0,60,12,59.113849999999999,-121.384110000000010,1.500000000000000,6,22,3,592524.165037999980000,6553849.194059999700000
11331,31359,2013,152,21,30,10,16,59.109929999999999,-121.376940000000000,2.100000000000000,6,22,3,592945.272126000030000,6553422.734989999800000
11332,31359,2013,152,22,0,4,22,59.109920000000002,-121.376930000000000,3.100000000000000,4,22,3,592945.871780000040000,6553421.635599999700000
11333,31359,2013,152,22,30,6,24,59.109870000000001,-121.376870000000000,1.100000000000000,6,52,3,592949.442635999990000,6553416.152569999900000
11334,31359,2013,152,23,30,2,26,59.109879999999997,-121.376800000000000,0.900000000000000,8,35,3,592953.423644999970000,6553417.363350000200000
11335,31359,2013,153,0,0,0,30,59.109830000000002,-121.376810000000010,1.200000000000000,6,32,3,592952.986430000050000,6553411.782859999700000
11336,31359,2013,153,0,30,0,28,59.109870000000001,-121.376790000000000,1.700000000000000,5,22,3,592954.023302000020000,6553416.263960000100000
11337,31359,2013,153,1,0,0,29,59.109839999999998,-121.376830000000000,2.400000000000000,5,22,3,592951.814189000060000,6553412.868320000400000
11338,31359,2013,153,1,30,1,30,59.109909999999999,-121.376830000000000,3.600000000000000,5,47,3,592951.624675999980000,6553420.661519999600000
11339,31359,2013,153,2,0,0,30,59.109920000000002,-121.376880000000000,2.500000000000000,5,22,3,592948.734690999960000,6553421.705210000300000
11340,31359,2013,153,2,30,0,31,59.109879999999997,-121.376840000000000,1.900000000000000,7,40,3,592951.133312999970000,6553417.307660000400000
11341,31359,2013,153,3,0,0,31,59.109870000000001,-121.376859999999990,2.400000000000000,6,22,3,592950.015219999940000,6553416.166489999700000
11342,31359,2013,153,3,30,0,31,59.109800000000000,-121.376949999999990,2.200000000000000,6,22,3,592945.051469999950000,6553408.247990000100000
11343,31359,2013,153,4,0,0,30,59.109819999999999,-121.376910000000000,2.000000000000000,7,33,3,592947.287663000050000,6553410.530310000300000
11344,31359,2013,153,5,31,82,17,59.105989999999998,-121.369339999999990,2.400000000000000,6,71,3,593391.150054999980000,6552994.696569999700000
11345,31359,2013,153,6,0,91,13,59.097430000000003,-121.361149999999990,2.200000000000000,5,22,3,593883.543967999980000,6552053.190720000300000
11346,31359,2013,153,6,30,91,12,59.089410000000001,-121.359579999999990,2.400000000000000,5,22,3,593995.411453000040000,6551162.527730000200000
11347,31359,2013,153,7,0,25,16,59.088790000000003,-121.365020000000000,1.100000000000000,8,27,3,593685.432007999970000,6551085.857339999600000
11348,31359,2013,153,7,30,1,20,59.088790000000003,-121.365039999999990,2.300000000000000,5,22,3,593684.286142000000000,6551085.829280000200000
11349,31359,2013,153,8,0,15,19,59.088830000000002,-121.364880000000000,1.800000000000000,5,22,3,593693.344005999970000,6551090.507009999800000
11350,31359,2013,153,9,1,22,19,59.088889999999999,-121.364970000000000,1.100000000000000,6,41,3,593688.024024000040000,6551097.060569999700000
11351,31359,2013,153,9,30,3,22,59.088859999999997,-121.364930000000000,1.700000000000000,5,22,3,593690.397546999970000,6551093.776770000300000
11352,31359,2013,153,11,0,0,25,59.088799999999999,-121.364949999999990,1.700000000000000,4,22,3,593689.415275000040000,6551087.068869999600000
11353,31359,2013,153,11,30,70,20,59.085290000000001,-121.359870000000000,1.400000000000000,4,23,3,593990.064760999990000,6550703.437649999700000
11354,31359,2013,153,12,0,50,18,59.079670000000000,-121.355999999999990,1.300000000000000,4,28,3,594227.218098000040000,6550083.214750000300000
11355,31359,2013,153,12,30,22,17,59.079740000000001,-121.355880000000000,1.400000000000000,5,43,3,594233.903209000010000,6550091.177210000300000
11356,31359,2013,153,13,0,15,17,59.079790000000003,-121.355549999999990,1.800000000000000,7,32,3,594252.677845999950000,6550097.209450000000000
11357,31359,2013,153,13,30,17,16,59.080060000000003,-121.355600000000000,2.400000000000000,6,22,3,594249.072130999990000,6550127.198069999900000
11358,31359,2013,153,14,1,20,19,59.080080000000002,-121.354440000000000,1.500000000000000,9,111,3,594315.494237000010000,6550131.062459999700000
11359,31359,2013,153,14,30,0,23,59.080080000000002,-121.354450000000000,0.800000000000000,9,23,3,594314.921160000030000,6550131.048340000200000
11360,31359,2013,153,15,0,4,24,59.080159999999999,-121.354360000000000,1.200000000000000,6,22,3,594319.859336999940000,6550140.081880000400000
11361,31359,2013,153,15,30,2,25,59.080140000000000,-121.354380000000010,1.800000000000000,6,22,3,594318.768063999950000,6550137.827030000300000
11362,31359,2013,153,16,0,32,19,59.080329999999996,-121.354810000000000,1.100000000000000,6,22,3,594293.604587999990000,6550158.372519999700000
11363,31359,2013,153,16,30,16,16,59.080579999999998,-121.355140000000010,2.900000000000000,4,22,3,594274.007517999970000,6550185.739160000300000
11364,31359,2013,153,17,0,14,16,59.080610000000000,-121.355860000000010,2.700000000000000,4,27,3,594232.664318999970000,6550188.062819999600000
11365,31359,2013,153,17,30,6,16,59.080240000000003,-121.357360000000000,1.800000000000000,6,42,3,594147.717459999960000,6550144.754820000400000
11366,31359,2013,153,18,0,0,22,59.080269999999999,-121.357380000000010,1.100000000000000,5,37,3,594146.489142999980000,6550148.066530000400000
11367,31359,2013,153,18,30,2,23,59.080280000000002,-121.357420000000000,1.200000000000000,6,22,3,594144.169456999980000,6550149.123440000200000
11368,31359,2013,153,19,0,17,19,59.080129999999997,-121.356610000000000,1.900000000000000,5,22,3,594190.999483000020000,6550133.566119999600000
11369,31359,2013,153,19,30,19,15,59.079880000000003,-121.356140000000000,2.600000000000000,5,22,3,594218.619319000050000,6550106.396580000400000
11370,31359,2013,153,20,0,15,12,59.080129999999997,-121.356010000000000,2.000000000000000,7,42,3,594225.384069000020000,6550134.412589999800000
11371,31359,2013,153,20,30,13,12,59.080199999999998,-121.356230000000000,1.800000000000000,6,22,3,594212.584529999990000,6550141.895309999600000
11372,31359,2013,153,21,0,25,11,59.080260000000003,-121.357330000000000,1.100000000000000,7,22,3,594149.381903999950000,6550147.023719999900000
11373,31359,2013,153,21,30,1,18,59.080300000000001,-121.357380000000010,1.100000000000000,5,22,3,594146.406976000060000,6550151.406440000000000
11374,31359,2013,153,22,1,3,20,59.080269999999999,-121.357390000000000,1.900000000000000,6,49,3,594145.916069000030000,6550148.052430000200000
11375,31359,2013,153,22,31,0,20,59.080260000000003,-121.357400000000000,4.000000000000000,4,102,3,594145.370383000000000,6550146.925029999600000
11376,31359,2013,153,23,1,21,21,59.080260000000003,-121.357400000000000,2.300000000000000,4,77,3,594145.370383000000000,6550146.925029999600000
11377,31359,2013,153,23,30,0,21,59.080249999999999,-121.357390000000000,1.500000000000000,6,35,3,594145.970847000020000,6550145.825819999900000
11378,31359,2013,154,0,0,0,20,59.080260000000003,-121.357380000000010,1.600000000000000,6,22,3,594146.516532000040000,6550146.953230000100000
11379,31359,2013,154,0,30,0,20,59.080260000000003,-121.357460000000000,2.600000000000000,5,22,3,594141.931937000020000,6550146.840440000400000
11380,31359,2013,154,1,0,0,20,59.080249999999999,-121.357310000000000,1.400000000000000,7,47,3,594150.555443000050000,6550145.938609999600000
11381,31359,2013,154,1,30,1,19,59.080280000000002,-121.357380000000010,2.000000000000000,7,22,3,594146.461754000050000,6550149.179829999800000
11382,31359,2013,154,2,1,0,21,59.080280000000002,-121.357310000000000,2.100000000000000,6,89,3,594150.473271999970000,6550149.278520000200000
11383,31359,2013,154,2,30,4,21,59.080210000000001,-121.357310000000000,1.900000000000000,6,27,3,594150.665003999950000,6550141.485399999700000
11384,31359,2013,154,3,1,3,22,59.080249999999999,-121.357320000000000,1.800000000000000,5,77,3,594149.982368999980000,6550145.924510000300000
11385,31359,2013,154,3,30,0,24,59.080280000000002,-121.357380000000010,1.700000000000000,5,52,3,594146.461754000050000,6550149.179829999800000
11386,31359,2013,154,4,0,35,19,59.080370000000002,-121.356730000000000,1.200000000000000,7,23,3,594183.464966000060000,6550160.116150000100000
11387,31359,2013,154,4,30,26,14,59.080430000000000,-121.356520000000000,1.200000000000000,6,22,3,594195.335067000010000,6550167.092179999700000
11388,31359,2013,154,5,0,7,14,59.080089999999998,-121.356750000000010,1.400000000000000,5,22,3,594183.086009999970000,6550128.915450000200000
11389,31359,2013,154,5,30,0,19,59.080080000000002,-121.356710000000010,1.000000000000000,9,52,3,594185.405719000030000,6550127.858559999600000
11390,31359,2013,154,6,0,12,19,59.079999999999998,-121.356300000000000,1.000000000000000,8,22,3,594209.121144999980000,6550119.530480000200000
11391,31359,2013,154,6,30,19,15,59.080039999999997,-121.356010000000000,1.000000000000000,8,22,3,594225.630775999980000,6550124.392860000000000
11392,31359,2013,154,7,0,11,15,59.080289999999998,-121.355590000000010,1.400000000000000,7,22,3,594249.014573000020000,6550152.818160000300000
11393,31359,2013,154,7,30,17,16,59.081060000000001,-121.355600000000000,1.800000000000000,5,22,3,594246.330242999950000,6550238.528400000200000
11394,31359,2013,154,8,0,1,20,59.081110000000002,-121.355830000000000,0.900000000000000,8,40,3,594233.012768000020000,6550243.770320000100000
11395,31359,2013,154,9,0,1,24,59.081119999999999,-121.355570000000000,1.200000000000000,6,27,3,594247.884909000010000,6550245.250559999600000
11396,31359,2013,154,9,30,1,24,59.081029999999998,-121.355560000000000,3.500000000000000,4,22,3,594248.704746000000000,6550235.244939999700000
11397,31359,2013,154,10,0,3,24,59.081099999999999,-121.355549999999990,5.300000000000000,4,32,3,594249.085868000050000,6550243.052179999600000
11398,31359,2013,154,10,30,19,25,59.080669999999998,-121.355260000000000,1.400000000000000,8,34,3,594266.883872000030000,6550195.589479999600000
11399,31359,2013,154,11,0,16,23,59.080559999999998,-121.355750000000000,1.300000000000000,7,22,3,594239.105152999980000,6550182.651530000400000
11400,31359,2013,154,11,30,15,22,59.080240000000003,-121.357290000000010,1.000000000000000,7,22,3,594151.728983000040000,6550144.853509999800000
11401,31359,2013,154,12,0,5,26,59.080159999999999,-121.357429999999990,1.100000000000000,6,33,3,594143.925043000020000,6550135.749699999600000
11402,31359,2013,154,13,0,10,23,59.080249999999999,-121.355780000000000,2.000000000000000,4,22,3,594238.235836999960000,6550148.096789999900000
11403,31359,2013,154,13,30,10,24,59.080469999999998,-121.355290000000000,1.500000000000000,4,24,3,594265.713150999970000,6550173.281069999600000
11404,31359,2013,154,14,0,5,24,59.079639999999998,-121.354200000000010,1.900000000000000,6,42,3,594330.455533999950000,6550082.416140000300000
11405,31359,2013,154,14,30,76,21,59.068739999999998,-121.352950000000010,1.600000000000000,6,22,3,594432.023791000010000,6548870.683810000300000
11406,31359,2013,154,15,0,42,22,59.067590000000003,-121.351560000000010,1.800000000000000,5,22,3,594514.868245000020000,6548744.620509999800000
11407,31359,2013,154,15,30,72,19,59.067529999999998,-121.340670000000000,2.900000000000000,5,27,3,595139.340683000050000,6548753.403040000200000
11408,31359,2013,154,16,0,70,18,59.065970000000000,-121.329539999999990,2.900000000000000,5,22,3,595781.749901999950000,6548595.637450000300000
11409,31359,2013,154,16,31,84,18,59.071640000000002,-121.307959999999990,2.100000000000000,4,62,3,597002.952322000060000,6549258.020820000200000
11410,31359,2013,154,17,0,41,19,59.072719999999997,-121.302530000000000,1.800000000000000,5,37,3,597311.149340000000000,6549386.155709999600000
11411,31359,2013,154,17,30,26,20,59.073020000000000,-121.302809999999990,1.700000000000000,5,22,3,597294.251037999990000,6549419.146379999800000
11412,31359,2013,154,18,0,48,22,59.072530000000000,-121.301740000000000,1.700000000000000,5,34,3,597356.969531000010000,6549366.154659999500000
11413,31359,2013,154,18,30,60,21,59.075159999999997,-121.298610000000000,1.600000000000000,5,23,3,597528.919111000020000,6549663.516359999800000
11414,31359,2013,154,19,0,59,16,59.078969999999998,-121.288380000000000,1.500000000000000,5,42,3,598104.378924999970000,6550102.663139999800000
11415,31359,2013,154,19,30,22,18,59.079760000000000,-121.290480000000000,2.600000000000000,4,36,3,597981.778893999990000,6550187.529430000100000
11416,31359,2013,154,20,1,70,18,59.079610000000002,-121.289700000000000,2.300000000000000,5,54,3,598026.906388000000000,6550171.974899999800000
11417,31359,2013,154,20,30,27,19,59.079740000000001,-121.289420000000010,1.600000000000000,5,23,3,598042.581723000040000,6550186.858679999600000
11418,31359,2013,154,21,0,58,17,59.079990000000002,-121.289090000000000,1.600000000000000,5,22,3,598060.779958000060000,6550215.175370000300000
11419,31359,2013,154,21,30,18,16,59.080170000000003,-121.289240000000010,1.900000000000000,5,37,3,598051.670458000040000,6550234.994250000500000
11420,31359,2013,154,22,0,16,19,59.080419999999997,-121.289680000000000,3.500000000000000,4,22,3,598025.742577000060000,6550262.180390000300000
11421,31359,2013,155,0,2,6,21,59.080350000000003,-121.289660000000000,1.900000000000000,5,116,3,598027.088331999960000,6550254.416749999900000
11422,31359,2013,155,1,1,6,19,59.080489999999998,-121.289469999999990,1.700000000000000,5,77,3,598037.577234999980000,6550270.281680000000000
11423,31359,2013,155,1,30,1,22,59.080469999999998,-121.289430000000000,1.400000000000000,8,22,3,598039.926525000020000,6550268.113839999800000
11424,31359,2013,155,3,31,0,24,59.080370000000002,-121.289320000000000,4.200000000000000,4,84,3,598046.515443000010000,6550257.142490000500000
11425,31359,2013,155,4,1,0,25,59.080280000000002,-121.289590000000000,2.200000000000000,5,61,3,598031.299414000010000,6550246.726520000000000
11426,31359,2013,155,4,30,0,26,59.080440000000003,-121.289700000000000,2.500000000000000,5,47,3,598024.539417000020000,6550264.377600000200000
11427,31359,2013,155,5,0,34,19,59.079949999999997,-121.289109999999990,3.300000000000000,5,22,3,598059.747928999950000,6550210.692859999800000
11428,31359,2013,155,5,32,34,16,59.080120000000001,-121.287340000000000,2.200000000000000,6,107,3,598160.695854000050000,6550232.219239999500000
11429,31359,2013,155,6,0,24,19,59.080489999999998,-121.285330000000000,2.000000000000000,6,22,3,598274.824449999960000,6550276.367170000400000
11430,31359,2013,155,6,30,79,16,59.083469999999998,-121.271530000000000,2.900000000000000,5,42,3,599057.057984999960000,6550628.516099999700000
11431,31359,2013,155,7,0,52,16,59.090139999999998,-121.271710000000000,2.400000000000000,5,27,3,599027.521004999990000,6551370.807959999900000
11432,31359,2013,155,7,30,56,18,59.093510000000002,-121.270439999999990,3.200000000000000,4,22,3,599090.559072999980000,6551747.868289999700000
11433,31359,2013,155,8,0,37,20,59.095250000000000,-121.272520000000000,1.700000000000000,5,27,3,598966.395341999950000,6551938.494420000400000
11434,31359,2013,155,8,30,72,21,59.101660000000003,-121.273799999999990,1.400000000000000,5,37,3,598874.621877999980000,6552650.212879999500000
11435,31359,2013,155,9,0,21,22,59.104920000000000,-121.275989999999990,2.100000000000000,4,22,3,598739.825629999980000,6553009.902560000300000
11436,31359,2013,155,9,30,30,23,59.105510000000002,-121.275930000000000,2.600000000000000,4,23,3,598741.564993000010000,6553075.675169999700000
11437,31359,2013,155,10,0,0,25,59.105600000000003,-121.276060000000000,1.900000000000000,5,47,3,598733.861871000030000,6553085.502460000100000
11438,31359,2013,155,10,30,0,25,59.105640000000001,-121.276039999999990,2.100000000000000,5,23,3,598734.892138000000000,6553089.985190000400000
11439,31359,2013,155,11,0,61,19,59.108759999999997,-121.283250000000000,1.500000000000000,5,22,3,598313.084803999980000,6553426.689899999600000
11440,31359,2013,155,11,30,60,20,59.115029999999997,-121.296690000000000,1.300000000000000,5,30,3,597525.710665000020000,6554105.008550000400000
11441,31359,2013,155,12,2,57,22,59.124450000000003,-121.298580000000000,2.000000000000000,4,120,2,597390.775334000010000,6555150.971939999600000
11442,31359,2013,155,12,30,71,22,59.129130000000004,-121.289170000000000,2.500000000000000,6,52,3,597915.979429999950000,6555685.761330000100000
11443,31359,2013,155,13,0,31,24,59.130040000000001,-121.281880000000000,3.500000000000000,6,22,3,598330.540788999990000,6555797.788569999900000
11444,31359,2013,155,13,31,27,26,59.129629999999999,-121.280739999999990,1.600000000000000,6,53,3,598396.951377999970000,6555753.823760000100000
11445,31359,2013,155,14,0,42,25,59.129779999999997,-121.282500000000000,3.200000000000000,5,22,3,598295.807281999970000,6555767.929709999800000
11446,31359,2013,155,14,30,23,25,59.129359999999998,-121.280340000000000,2.700000000000000,4,22,3,598420.615585000020000,6555724.354690000400000
11447,31359,2013,155,15,0,20,25,59.128399999999999,-121.272780000000000,2.400000000000000,4,22,3,598855.998381000010000,6555628.651770000300000
11448,31359,2013,155,15,30,3,28,59.128200000000000,-121.272600000000000,2.600000000000000,4,22,3,598866.875406999960000,6555606.652619999800000
11449,31359,2013,155,16,0,40,25,59.128120000000003,-121.271000000000000,1.800000000000000,5,52,3,598958.668213000060000,6555600.117510000200000
11450,31359,2013,155,16,30,40,25,59.129130000000004,-121.270439999999990,2.000000000000000,5,22,3,598987.800766999950000,6555713.390019999800000
11451,31359,2013,155,17,0,0,27,59.129019999999997,-121.270410000000000,1.600000000000000,5,52,3,598989.834905999950000,6555701.188350000400000
11452,31359,2013,155,17,30,22,26,59.128959999999999,-121.268940000000000,2.800000000000000,4,22,3,599074.128758999980000,6555696.689799999800000
11453,31359,2013,155,18,0,41,24,59.130000000000003,-121.264650000000000,2.000000000000000,4,22,3,599316.612897000040000,6555818.847670000000000
11454,31359,2013,155,18,30,57,22,59.130780000000001,-121.258270000000000,1.400000000000000,4,46,3,599679.429998000040000,6555915.195279999600000
11455,31359,2013,155,19,0,78,21,59.137410000000003,-121.251890000000000,1.300000000000000,4,22,3,600025.168306999960000,6556662.848439999900000
11456,31359,2013,155,20,2,73,18,59.155310000000000,-121.246129999999990,2.300000000000000,4,120,2,600302.317145999990000,6558664.273930000100000
11457,31359,2013,155,20,30,54,17,59.160510000000002,-121.244900000000000,2.700000000000000,4,27,3,600357.419089999980000,6559245.031940000100000
11458,31359,2013,155,21,0,65,17,59.169379999999997,-121.241480000000000,3.400000000000000,4,22,3,600526.915262999940000,6560237.665360000000000
11459,31359,2013,155,21,32,62,16,59.173029999999997,-121.243799999999990,1.900000000000000,4,120,2,600383.612025000040000,6560640.521599999600000
11460,31359,2013,155,22,0,20,16,59.173479999999998,-121.247649999999990,1.500000000000000,6,47,3,600162.264183999970000,6560684.832659999800000
11461,31359,2013,155,23,32,2,20,59.173609999999996,-121.247559999999990,2.500000000000000,5,90,3,600167.027475000010000,6560699.440550000400000
11462,31359,2013,156,1,0,1,20,59.173490000000001,-121.247750000000000,2.600000000000000,4,22,3,600156.519900999960000,6560685.795810000000000
11463,31359,2013,156,2,1,2,20,59.173520000000003,-121.247720000000000,1.500000000000000,7,59,3,600158.146671999940000,6560689.180719999600000
11464,31359,2013,156,2,31,2,22,59.173580000000001,-121.247530000000000,1.500000000000000,5,104,3,600168.829728999990000,6560696.145730000000000
11465,31359,2013,156,3,0,1,22,59.173499999999997,-121.247699999999990,3.200000000000000,5,32,3,600159.348172000030000,6560686.984170000100000
11466,31359,2013,156,4,1,40,22,59.174729999999997,-121.247890000000000,5.500000000000000,5,44,3,600144.892586000030000,6560823.633430000400000
11467,31359,2013,156,4,30,76,17,59.179319999999997,-121.257670000000000,1.400000000000000,5,37,3,599572.633198000030000,6561319.993739999800000
11468,31359,2013,156,5,0,35,16,59.180019999999999,-121.262960000000010,1.600000000000000,5,22,3,599268.328782000000000,6561390.040009999600000
11469,31359,2013,156,5,30,48,15,59.179810000000003,-121.267399999999990,2.200000000000000,6,40,3,599015.235840999990000,6561360.061970000200000
11470,31359,2013,156,6,0,44,16,59.180940000000000,-121.270250000000000,2.000000000000000,6,37,3,598849.123933000020000,6561481.637550000100000
11471,31359,2013,156,6,30,65,15,59.186399999999999,-121.273660000000010,3.100000000000000,5,22,3,598638.548497000010000,6562084.449780000400000
11472,31359,2013,156,7,0,60,16,59.191690000000001,-121.280220000000000,1.700000000000000,6,52,3,598248.593834000060000,6562663.703139999900000
11473,31359,2013,156,7,30,44,18,59.191710000000000,-121.280250000000000,2.800000000000000,5,22,3,598246.822802999990000,6562665.885549999800000
11474,31359,2013,156,8,0,73,19,59.195279999999997,-121.276960000000000,1.800000000000000,5,32,3,598424.479842999950000,6563068.184380000500000
11475,31359,2013,156,8,30,77,18,59.201979999999999,-121.267680000000000,1.200000000000000,6,33,3,598935.123564000010000,6563827.825579999900000
11476,31359,2013,156,9,0,93,18,59.212110000000003,-121.262180000000000,1.100000000000000,6,27,3,599219.797418999950000,6564963.768380000300000
11477,31359,2013,156,9,30,72,18,59.218089999999997,-121.258590000000000,1.200000000000000,5,22,3,599407.347671999950000,6565634.867739999700000
11478,31359,2013,156,10,1,71,20,59.224260000000001,-121.251369999999990,2.100000000000000,5,77,3,599801.419573000050000,6566332.557939999700000
11479,31359,2013,156,10,30,84,21,59.227339999999998,-121.238580000000000,2.100000000000000,4,22,3,600522.227750999970000,6566694.666790000200000
