FID,AID,Year,Julianday,Hour,Minute,Activity,Temperatur,Latitude,Longitude,HDOP,NumSats,FixTime,2D_3D,POINT_X,POINT_Y
3227,31352,2012,176,8,30,0,18,58.591929999999998,-122.191700000000000,2.800000000000000,4,42,3,546986.260908999950000,6494897.510850000200000
3228,31352,2012,176,9,0,0,18,58.591909999999999,-122.191779999999990,1.200000000000000,5,40,3,546981.637482000050000,6494895.228090000300000
3229,31352,2012,176,9,31,0,19,58.591940000000001,-122.191790000000000,2.700000000000000,4,107,3,546981.015986999960000,6494898.561239999700000
3230,31352,2012,176,10,0,0,19,58.591900000000003,-122.191790000000000,2.400000000000000,4,27,3,546981.069606999980000,6494894.107710000100000
3231,31352,2012,176,10,31,0,19,58.591980000000000,-122.191650000000000,3.400000000000000,5,82,3,546989.100270999940000,6494903.112769999500000
3232,31352,2012,176,11,0,0,18,58.592080000000003,-122.191710000000000,1.300000000000000,6,22,3,546985.478533999990000,6494914.204610000400000
3233,31352,2012,176,11,30,0,19,58.591949999999997,-122.191710000000000,1.700000000000000,4,37,3,546985.652817000050000,6494899.730619999600000
3234,31352,2012,176,12,0,0,19,58.591949999999997,-122.191770000000010,2.000000000000000,4,47,3,546982.165140000060000,6494899.688629999800000
3235,31352,2012,176,13,0,0,20,58.591889999999999,-122.191820000000010,2.700000000000000,4,47,3,546979.339171000060000,6494892.973330000400000
3236,31352,2012,176,13,30,0,19,58.592100000000002,-122.191750000000000,2.600000000000000,4,32,3,546983.126613999950000,6494916.403389999600000
3237,31352,2012,176,14,0,0,19,58.591929999999998,-122.191770000000010,3.100000000000000,5,42,3,546982.191951000020000,6494897.461860000200000
3238,31352,2012,176,14,31,0,19,58.591909999999999,-122.191779999999990,1.900000000000000,6,97,3,546981.637482000050000,6494895.228090000300000
3239,31352,2012,176,15,0,0,19,58.591970000000003,-122.191720000000000,1.300000000000000,5,27,3,546985.044725000040000,6494901.950389999900000
3240,31352,2012,176,16,31,0,18,58.591859999999997,-122.191740000000000,3.600000000000000,4,63,3,546984.029631000010000,6494889.689159999600000
3241,31352,2012,176,17,0,0,17,58.591970000000003,-122.191770000000010,1.500000000000000,5,27,3,546982.138329999990000,6494901.915389999700000
3242,31352,2012,176,17,30,0,17,58.591909999999999,-122.191740000000000,1.800000000000000,4,37,3,546983.962601999990000,6494895.256090000300000
3243,31352,2012,176,19,2,0,17,58.591909999999999,-122.191790000000000,2.100000000000000,4,120,2,546981.056202000010000,6494895.221090000100000
3244,31352,2012,176,19,30,0,17,58.591909999999999,-122.191790000000000,3.200000000000000,4,42,3,546981.056202000010000,6494895.221090000100000
3245,31352,2012,176,20,1,0,17,58.591929999999998,-122.191790000000000,1.400000000000000,7,82,3,546981.029392000050000,6494897.447859999700000
3246,31352,2012,176,20,31,0,16,58.592039999999997,-122.191580000000000,1.100000000000000,6,67,3,546993.088772000050000,6494909.842070000200000
3247,31352,2012,176,21,0,0,16,58.591949999999997,-122.191750000000000,2.000000000000000,5,37,3,546983.327699000020000,6494899.702619999600000
3248,31352,2012,176,23,1,0,10,58.591970000000003,-122.191650000000000,1.300000000000000,5,52,3,546989.113678000050000,6494901.999379999900000
3249,31352,2012,176,23,30,0,10,58.591940000000001,-122.191700000000000,2.600000000000000,4,52,3,546986.247502999960000,6494898.624230000200000
3250,31352,2012,177,0,0,0,10,58.591949999999997,-122.191650000000000,1.700000000000000,5,47,3,546989.140493000040000,6494899.772619999900000
3251,31352,2012,177,2,31,0,7,58.591920000000002,-122.191770000000010,1.200000000000000,5,87,3,546982.205355999990000,6494896.348469999600000
3252,31352,2012,177,3,0,0,6,58.591900000000003,-122.191720000000000,2.000000000000000,4,22,3,546985.138568000050000,6494894.156700000200000
3253,31352,2012,177,3,30,0,6,58.591889999999999,-122.191740000000000,1.900000000000000,5,52,3,546983.989413999950000,6494893.029319999700000
3254,31352,2012,177,4,31,0,5,58.591880000000003,-122.191770000000010,1.800000000000000,6,89,3,546982.258978000030000,6494891.894940000000000
3255,31352,2012,177,5,0,0,7,58.591909999999999,-122.191810000000000,1.400000000000000,4,27,3,546979.893642000040000,6494895.207089999700000
3256,31352,2012,177,5,31,0,7,58.591830000000002,-122.191670000000000,1.500000000000000,5,93,3,546988.138817999980000,6494886.398009999700000
3257,31352,2012,177,6,0,0,9,58.591880000000003,-122.191670000000000,2.000000000000000,5,27,3,546988.071783000020000,6494891.964929999800000
3258,31352,2012,177,6,31,0,10,58.591970000000003,-122.191790000000000,1.800000000000000,5,107,3,546980.975772000030000,6494901.901399999900000
3259,31352,2012,177,8,31,0,16,58.591929999999998,-122.191700000000000,2.800000000000000,4,52,3,546986.260908999950000,6494897.510850000200000
3260,31352,2012,177,9,31,0,16,58.591980000000000,-122.191720000000000,3.000000000000000,5,42,3,546985.031318999940000,6494903.063769999900000
3261,31352,2012,177,10,0,0,17,58.591900000000003,-122.191720000000000,1.600000000000000,7,34,3,546985.138568000050000,6494894.156700000200000
3262,31352,2012,177,10,30,0,18,58.591929999999998,-122.191740000000000,2.000000000000000,7,32,3,546983.935790000020000,6494897.482850000300000
3263,31352,2012,177,11,0,0,19,58.591940000000001,-122.191650000000000,2.000000000000000,6,34,3,546989.153900000030000,6494898.659230000300000
3264,31352,2012,177,11,31,0,20,58.591909999999999,-122.191710000000000,1.700000000000000,4,90,3,546985.706442000000000,6494895.277080000400000
3265,31352,2012,177,12,0,0,19,58.591990000000003,-122.191710000000000,2.000000000000000,5,46,3,546985.599190999990000,6494904.184159999700000
3266,31352,2012,177,12,32,0,20,58.591799999999999,-122.191770000000010,1.500000000000000,5,119,3,546982.366220999970000,6494882.987859999800000
3267,31352,2012,177,13,0,0,20,58.591920000000002,-122.191750000000000,1.800000000000000,5,22,3,546983.367915999960000,6494896.362470000100000
3268,31352,2012,177,13,30,0,19,58.591900000000003,-122.191750000000000,1.500000000000000,6,47,3,546983.394728000040000,6494894.135700000500000
3269,31352,2012,177,14,1,0,19,58.591980000000000,-122.191790000000000,1.600000000000000,6,72,3,546980.962366999940000,6494903.014779999900000
3270,31352,2012,177,14,30,0,17,58.591929999999998,-122.191930000000000,1.800000000000000,5,47,3,546972.891475999960000,6494897.349890000200000
3271,31352,2012,177,15,0,0,18,58.591929999999998,-122.191710000000000,1.700000000000000,4,22,3,546985.679629000020000,6494897.503850000000000
3272,31352,2012,177,16,1,0,18,58.591850000000001,-122.191790000000000,2.000000000000000,6,83,3,546981.136631999980000,6494888.540790000000000
3273,31352,2012,177,16,30,0,17,58.592010000000002,-122.191700000000000,3.200000000000000,5,42,3,546986.153657000050000,6494906.417919999900000
3274,31352,2012,177,17,31,0,18,58.591889999999999,-122.191740000000000,1.300000000000000,5,77,3,546983.989413999950000,6494893.029319999700000
3275,31352,2012,177,18,31,0,17,58.591920000000002,-122.191790000000000,2.700000000000000,5,97,3,546981.042797000030000,6494896.334479999700000
3276,31352,2012,177,19,1,0,17,58.591929999999998,-122.191720000000000,2.100000000000000,5,58,3,546985.098349999990000,6494897.496849999800000
3277,31352,2012,177,19,31,0,17,58.591929999999998,-122.191770000000010,3.500000000000000,5,117,3,546982.191951000020000,6494897.461860000200000
3278,31352,2012,177,20,1,0,16,58.591940000000001,-122.191740000000000,1.500000000000000,5,107,3,546983.922384000030000,6494898.596239999900000
3279,31352,2012,177,20,30,0,16,58.591920000000002,-122.191720000000000,1.200000000000000,5,37,3,546985.111755999970000,6494896.383469999800000
3280,31352,2012,177,21,0,0,15,58.591949999999997,-122.191790000000000,1.900000000000000,4,52,3,546981.002581999990000,6494899.674630000300000
3281,31352,2012,177,22,31,0,13,58.591929999999998,-122.191680000000010,1.800000000000000,4,83,3,546987.423468000020000,6494897.524849999700000
3282,31352,2012,177,23,1,0,13,58.591999999999999,-122.192030000000000,1.900000000000000,4,107,3,546966.984871000050000,6494905.073610000300000
3283,31352,2012,177,23,31,0,13,58.591980000000000,-122.191599999999990,1.400000000000000,5,62,3,546992.006664999990000,6494903.147769999700000
3284,31352,2012,178,0,0,0,13,58.591949999999997,-122.191710000000000,1.700000000000000,5,47,3,546985.652817000050000,6494899.730619999600000
3285,31352,2012,178,0,32,0,12,58.591880000000003,-122.191720000000000,1.200000000000000,6,120,2,546985.165381000030000,6494891.929929999600000
3286,31352,2012,178,1,32,0,13,58.592010000000002,-122.191710000000000,3.100000000000000,5,120,2,546985.572378000010000,6494906.410919999700000
3287,31352,2012,178,2,1,0,11,58.591920000000002,-122.191650000000000,2.500000000000000,5,67,3,546989.180715000020000,6494896.432459999800000
3288,31352,2012,178,3,1,0,10,58.591929999999998,-122.191720000000000,2.200000000000000,4,67,3,546985.098349999990000,6494897.496849999800000
3289,31352,2012,178,3,30,0,10,58.591819999999998,-122.191790000000000,2.400000000000000,4,37,3,546981.176847000020000,6494885.200629999900000
3290,31352,2012,178,4,2,0,10,58.591999999999999,-122.191700000000000,1.700000000000000,4,120,2,546986.167063000030000,6494905.304539999900000
3291,31352,2012,178,4,31,0,10,58.591980000000000,-122.191710000000000,1.700000000000000,5,107,3,546985.612597999980000,6494903.070770000100000
3292,31352,2012,178,5,0,0,10,58.592050000000000,-122.191550000000010,1.800000000000000,4,22,3,546994.819196000000000,6494910.976459999600000
3293,31352,2012,178,5,31,0,11,58.591929999999998,-122.191670000000000,1.700000000000000,5,77,3,546988.004747999950000,6494897.531849999900000
3294,31352,2012,178,6,1,0,12,58.591780000000000,-122.191790000000000,2.200000000000000,4,57,3,546981.230467000040000,6494880.747100000300000
3295,31352,2012,178,8,1,0,16,58.591940000000001,-122.191770000000010,2.400000000000000,6,52,3,546982.178546000040000,6494898.575240000200000
3296,31352,2012,178,8,30,0,15,58.592010000000002,-122.191909999999990,1.900000000000000,5,37,3,546973.946811000000000,6494906.270960000300000
3297,31352,2012,178,9,2,0,16,58.591940000000001,-122.191700000000000,1.300000000000000,6,115,3,546986.247502999960000,6494898.624230000200000
3298,31352,2012,178,9,31,0,16,58.591909999999999,-122.191700000000000,2.300000000000000,5,66,3,546986.287722000040000,6494895.284079999700000
3299,31352,2012,178,10,0,0,17,58.591880000000003,-122.191750000000000,2.400000000000000,6,34,3,546983.421539000000000,6494891.908929999900000
3300,31352,2012,178,10,30,0,18,58.591920000000002,-122.191710000000000,2.100000000000000,5,47,3,546985.693036000010000,6494896.390470000000000
3301,31352,2012,178,11,1,0,17,58.591999999999999,-122.191740000000000,1.200000000000000,6,57,3,546983.841949000020000,6494905.276540000000000
3302,31352,2012,178,11,30,0,17,58.591909999999999,-122.191700000000000,1.700000000000000,5,52,3,546986.287722000040000,6494895.284079999700000
3303,31352,2012,178,12,31,0,20,58.591870000000000,-122.191650000000000,2.000000000000000,5,97,3,546989.247752000000000,6494890.865539999700000
3304,31352,2012,178,13,2,0,19,58.591960000000000,-122.191630000000000,1.900000000000000,3,120,2,546990.289644000000000,6494900.900000000400000
3305,31352,2012,178,13,30,0,21,58.591850000000001,-122.191740000000000,4.000000000000000,4,22,3,546984.043037000000000,6494888.575779999600000
3306,31352,2012,178,14,0,0,22,58.591920000000002,-122.191810000000000,1.300000000000000,5,47,3,546979.880236999950000,6494896.320480000200000
3307,31352,2012,178,14,31,0,20,58.591889999999999,-122.191770000000010,1.300000000000000,8,63,3,546982.245572000040000,6494893.008320000000000
3308,31352,2012,178,15,0,0,19,58.591940000000001,-122.191720000000000,1.000000000000000,7,37,3,546985.084942999990000,6494898.610240000300000
3309,31352,2012,178,16,32,0,19,58.591839999999998,-122.191770000000010,1.400000000000000,5,100,3,546982.312599000060000,6494887.441399999900000
3310,31352,2012,178,17,2,0,19,58.591889999999999,-122.191790000000000,1.200000000000000,6,120,2,546981.083011999960000,6494892.994319999600000
3311,31352,2012,178,17,31,0,18,58.591949999999997,-122.191779999999990,1.200000000000000,7,78,3,546981.583861000020000,6494899.681629999500000
3312,31352,2012,178,18,31,0,17,58.591819999999998,-122.191650000000000,2.300000000000000,4,52,3,546989.314787999960000,6494885.298619999600000
3313,31352,2012,178,19,2,0,16,58.591929999999998,-122.191770000000010,2.000000000000000,4,120,2,546982.191951000020000,6494897.461860000200000
3314,31352,2012,178,19,30,0,16,58.591859999999997,-122.191580000000000,2.000000000000000,6,52,3,546993.330124999980000,6494889.801160000300000
3315,31352,2012,178,21,1,0,16,58.591889999999999,-122.191650000000000,2.200000000000000,4,37,3,546989.220937000010000,6494893.092310000200000
3316,31352,2012,178,21,30,0,15,58.591929999999998,-122.191790000000000,1.100000000000000,6,52,3,546981.029392000050000,6494897.447859999700000
3317,31352,2012,178,23,1,0,15,58.591859999999997,-122.191680000000010,1.300000000000000,5,82,3,546987.517315999950000,6494889.731160000000000
3318,31352,2012,178,23,31,0,14,58.591880000000003,-122.191650000000000,1.100000000000000,6,52,3,546989.234344000000000,6494891.978930000200000
3319,31352,2012,179,1,30,0,13,58.591880000000003,-122.191680000000010,2.100000000000000,6,37,3,546987.490502999980000,6494891.957929999600000
3320,31352,2012,179,2,0,0,11,58.591799999999999,-122.191650000000000,1.600000000000000,5,22,3,546989.341602999950000,6494883.071849999900000
3321,31352,2012,179,2,31,0,13,58.591889999999999,-122.191750000000000,1.700000000000000,5,72,3,546983.408133000020000,6494893.022320000500000
3322,31352,2012,179,3,1,0,13,58.591909999999999,-122.191710000000000,2.400000000000000,5,107,3,546985.706442000000000,6494895.277080000400000
3323,31352,2012,179,3,30,0,13,58.591870000000000,-122.191810000000000,2.100000000000000,5,47,3,546979.947260000040000,6494890.753560000100000
3324,31352,2012,179,4,1,0,13,58.591920000000002,-122.191720000000000,2.500000000000000,5,112,3,546985.111755999970000,6494896.383469999800000
3325,31352,2012,179,5,1,0,13,58.591859999999997,-122.191740000000000,1.800000000000000,6,65,3,546984.029631000010000,6494889.689159999600000
3326,31352,2012,179,5,30,0,13,58.591859999999997,-122.191720000000000,2.000000000000000,5,22,3,546985.192193000000000,6494889.703160000000000
3327,31352,2012,179,6,1,0,14,58.591859999999997,-122.191630000000000,1.200000000000000,6,77,3,546990.423720999970000,6494889.766160000100000
3328,31352,2012,179,6,31,0,15,58.591900000000003,-122.191700000000000,2.700000000000000,5,48,3,546986.301129000030000,6494894.170699999700000
3329,31352,2012,179,8,1,0,16,58.591839999999998,-122.191650000000000,2.500000000000000,5,38,3,546989.287973999980000,6494887.525390000100000
3330,31352,2012,179,8,30,0,17,58.591909999999999,-122.191720000000000,1.600000000000000,4,52,3,546985.125161999950000,6494895.270080000200000
3331,31352,2012,179,9,2,0,17,58.591909999999999,-122.191770000000010,2.300000000000000,4,120,2,546982.218761999970000,6494895.235089999600000
3332,31353,2013,145,20,48,18,22,59.185890000000001,-122.433120000000000,1.500000000000000,7,47,3,532392.598297000050000,6560888.898900000400000
3333,31353,2013,145,21,0,37,20,59.185870000000001,-122.433130000000010,0.900000000000000,9,18,3,532392.045810000040000,6560886.667019999600000
3334,31353,2013,145,21,30,53,16,59.185929999999999,-122.433080000000000,1.100000000000000,8,22,3,532394.846085999980000,6560893.372370000000000
3335,31353,2013,145,22,0,31,16,59.185920000000003,-122.433080000000000,1.000000000000000,7,22,3,532394.855548999970000,6560892.258860000400000
3336,31353,2013,145,22,30,20,12,59.185679999999998,-122.432959999999990,1.200000000000000,6,22,3,532401.939617999950000,6560865.592849999700000
3337,31353,2013,145,23,0,13,13,59.184440000000002,-122.434070000000010,2.200000000000000,5,22,3,532339.684025999970000,6560726.978790000100000
3338,31353,2013,145,23,32,0,16,59.183210000000003,-122.433539999999990,2.000000000000000,4,113,3,532371.132994999990000,6560590.273900000400000
3339,31353,2013,146,0,0,21,20,59.183270000000000,-122.433680000000000,2.000000000000000,5,22,3,532363.075912000030000,6560596.887040000400000
3340,31353,2013,146,0,31,1,25,59.183340000000001,-122.433730000000000,1.600000000000000,6,64,3,532360.152481000060000,6560604.657370000100000
3341,31353,2013,146,1,30,0,29,59.183230000000002,-122.433580000000010,2.600000000000000,5,27,3,532368.828267000030000,6560592.481510000300000
3342,31353,2013,146,2,0,4,29,59.183340000000001,-122.433629999999990,1.400000000000000,7,27,3,532365.867008000030000,6560604.705880000300000
3343,31353,2013,146,2,30,0,28,59.183419999999998,-122.433740000000000,2.200000000000000,6,22,3,532359.505416000030000,6560613.560610000000000
3344,31353,2013,146,3,0,0,25,59.183109999999999,-122.433500000000000,1.600000000000000,5,22,3,532373.513369000050000,6560579.158189999900000
3345,31353,2013,146,3,30,1,25,59.183430000000001,-122.433530000000000,2.100000000000000,6,40,3,532371.496440000020000,6560614.775999999600000
3346,31353,2013,146,4,0,13,25,59.183169999999997,-122.434290000000000,2.200000000000000,6,27,3,532328.311648000030000,6560585.456170000100000
3347,31353,2013,146,4,30,20,19,59.182440000000000,-122.435550000000010,2.100000000000000,4,34,3,532256.995990999970000,6560503.559940000100000
3348,31353,2013,146,5,0,0,22,59.182499999999997,-122.435520000000000,4.600000000000000,5,57,3,532258.653863999990000,6560510.255509999600000
3349,31353,2013,146,5,31,0,25,59.182749999999999,-122.435410000000000,3.000000000000000,5,57,3,532264.704411000010000,6560538.146490000200000
3350,31353,2013,146,6,1,38,21,59.181809999999999,-122.435520000000000,1.200000000000000,6,64,3,532259.303958000030000,6560433.423209999700000
3351,31353,2013,146,6,30,51,19,59.181690000000003,-122.435270000000000,1.500000000000000,5,32,3,532273.704024999980000,6560420.181990000400000
3352,31353,2013,146,7,0,32,20,59.183540000000001,-122.435660000000000,3.200000000000000,4,26,3,532249.673711000010000,6560625.993040000100000
3353,31353,2013,146,7,32,31,19,59.187739999999998,-122.444770000000010,1.600000000000000,5,118,3,531725.190672000060000,6561089.300230000200000
3354,31353,2013,146,8,32,36,23,59.192380000000000,-122.452659999999990,1.900000000000000,4,120,2,531270.132634000040000,6561602.245400000400000
3355,31353,2013,146,9,1,53,19,59.193840000000002,-122.444590000000010,1.400000000000000,5,73,3,531729.820133000030000,6561768.629280000000000
3356,31353,2013,146,9,30,21,22,59.196339999999999,-122.437920000000010,1.800000000000000,5,27,3,532108.516698000020000,6562050.199470000300000
3357,31353,2013,146,10,0,18,23,59.197479999999999,-122.436610000000000,2.500000000000000,4,22,3,532182.276436000010000,6562177.771390000400000
3358,31353,2013,146,10,30,9,25,59.198790000000002,-122.435400000000000,1.300000000000000,6,34,3,532250.158959000020000,6562324.226160000100000
3359,31353,2013,146,11,0,17,28,59.199219999999997,-122.434770000000000,1.800000000000000,7,22,3,532285.738494000050000,6562372.412039999900000
3360,31353,2013,146,11,30,25,27,59.199660000000002,-122.428720000000000,1.600000000000000,6,32,3,532630.887327000030000,6562424.350660000000000
3361,31353,2013,146,12,0,66,23,59.204050000000002,-122.414970000000000,1.300000000000000,6,32,3,533411.971861999950000,6562919.990290000100000
3362,31353,2013,146,12,30,63,19,59.202370000000002,-122.401150000000000,1.700000000000000,4,22,3,534202.919608999980000,6562739.924940000300000
3363,31353,2013,146,13,1,42,21,59.199930000000002,-122.391760000000000,1.600000000000000,4,73,3,534741.691314000050000,6562473.081109999700000
3364,31353,2013,146,13,32,47,25,59.193959999999997,-122.383670000000000,1.900000000000000,6,118,3,535209.913049999970000,6561812.557839999900000
3365,31353,2013,146,14,2,20,25,59.191339999999997,-122.384570000000000,2.600000000000000,5,120,2,535161.190059000040000,6561520.343910000300000
3366,31353,2013,146,15,1,4,29,59.189439999999998,-122.385040000000000,2.100000000000000,7,67,3,535136.288541999990000,6561308.529729999600000
3367,31353,2013,146,15,30,1,30,59.189830000000001,-122.385250000000000,1.900000000000000,5,32,3,535123.890023999960000,6561351.845950000000000
3368,31353,2013,146,16,0,0,30,59.189590000000003,-122.384880000000000,1.700000000000000,6,27,3,535145.276103000040000,6561325.316630000200000
3369,31353,2013,146,16,30,52,27,59.190880000000000,-122.389320000000000,1.500000000000000,6,22,3,534890.283449999990000,6561466.628510000200000
3370,31353,2013,146,17,1,42,24,59.190600000000003,-122.393050000000000,1.300000000000000,5,57,3,534677.462987000010000,6561433.505330000100000
3371,31353,2013,146,17,31,50,23,59.187100000000001,-122.396620000000000,2.900000000000000,4,92,3,534477.023383000050000,6561041.926830000200000
3372,31353,2013,146,18,2,38,25,59.184559999999998,-122.396220000000000,3.600000000000000,3,120,2,534502.438721999990000,6560759.302480000100000
3373,31353,2013,146,18,30,39,24,59.182969999999997,-122.395079999999990,0.900000000000000,8,47,3,534569.187191999980000,6560582.844840000400000
3374,31353,2013,146,19,0,28,25,59.181699999999999,-122.395320000000000,1.000000000000000,8,22,3,534556.753991000010000,6560441.305019999900000
3375,31353,2013,146,19,30,6,25,59.181080000000001,-122.398590000000000,1.100000000000000,7,22,3,534370.502940000030000,6560370.578329999900000
3376,31353,2013,146,20,0,8,25,59.181040000000003,-122.399420000000010,2.000000000000000,5,22,3,534323.109470000020000,6560365.696990000100000
3377,31353,2013,146,20,30,26,17,59.179189999999998,-122.399130000000000,2.000000000000000,6,40,3,534341.537996000030000,6560159.847289999900000
3378,31353,2013,146,21,0,19,16,59.177680000000002,-122.398760000000000,1.600000000000000,6,22,3,534364.199506000030000,6559991.898179999600000
3379,31353,2013,146,21,30,51,18,59.173990000000003,-122.403150000000000,1.500000000000000,6,22,3,534116.966699999990000,6559578.761049999900000
3380,31353,2013,146,22,0,37,19,59.173209999999997,-122.403840000000000,3.000000000000000,5,32,3,534078.301859000000000,6559491.554870000100000
3381,31353,2013,146,22,30,19,17,59.172159999999998,-122.404310000000000,2.200000000000000,4,22,3,534052.479567999950000,6559374.396680000200000
3382,31353,2013,147,0,31,1,28,59.172310000000003,-122.404430000000000,1.600000000000000,4,60,3,534045.470821000050000,6559391.038040000000000
3383,31353,2013,147,1,1,2,25,59.172100000000000,-122.404360000000000,2.200000000000000,5,63,3,534049.681023000040000,6559367.690120000400000
3384,31353,2013,147,1,30,0,27,59.172139999999999,-122.404240000000000,2.700000000000000,5,32,3,534056.500919000010000,6559372.205389999800000
3385,31353,2013,147,2,2,0,27,59.172330000000002,-122.404220000000000,2.000000000000000,4,120,2,534057.455277999980000,6559393.372229999900000
3386,31353,2013,147,2,31,0,22,59.172319999999999,-122.404280000000000,2.500000000000000,4,92,3,534054.035409000000000,6559392.228099999900000
3387,31353,2013,147,3,31,1,28,59.172179999999997,-122.404090000000000,4.800000000000000,4,82,3,534065.035710999970000,6559376.735990000000000
3388,31353,2013,147,4,1,3,29,59.172139999999999,-122.404060000000000,1.900000000000000,4,89,3,534066.790406999990000,6559372.297279999600000
3389,31353,2013,147,4,30,29,26,59.173160000000003,-122.404439999999990,1.800000000000000,5,32,3,534044.054333999990000,6559485.681040000200000
3390,31353,2013,147,5,0,27,18,59.174999999999997,-122.406700000000000,2.600000000000000,5,47,3,533913.045989000010000,6559689.415439999700000
3391,31353,2013,147,5,30,21,16,59.176209999999998,-122.401900000000000,2.900000000000000,6,35,3,534186.201589999950000,6559826.599489999900000
3392,31353,2013,147,6,0,21,16,59.175440000000002,-122.396010000000000,2.300000000000000,6,36,3,534523.632532999970000,6559743.892319999600000
3393,31353,2013,147,6,30,10,17,59.174570000000003,-122.393450000000000,2.000000000000000,6,22,3,534670.838406000050000,6559648.344730000000000
3394,31353,2013,147,7,0,44,18,59.170569999999998,-122.392990000000000,2.700000000000000,5,23,3,534701.184073999990000,6559203.181509999600000
3395,31353,2013,147,7,30,24,20,59.169780000000003,-122.387680000000000,1.300000000000000,8,33,3,535005.544805999960000,6559117.988319999500000
3396,31353,2013,147,8,0,56,20,59.168270000000000,-122.375919999999990,2.200000000000000,5,22,3,535679.409014999980000,6558956.078259999900000
3397,31353,2013,147,8,31,20,16,59.168320000000001,-122.372870000000010,1.900000000000000,5,58,3,535853.725584000000000,6558963.280690000400000
3398,31353,2013,147,9,0,22,22,59.167659999999998,-122.371940000000000,1.300000000000000,6,44,3,535907.585484000040000,6558890.289590000200000
3399,31353,2013,147,9,30,1,26,59.167760000000001,-122.371770000000000,2.500000000000000,5,22,3,535917.199736000040000,6558901.516110000200000
3400,31353,2013,147,10,0,9,26,59.167670000000001,-122.371930000000010,1.500000000000000,5,52,3,535908.146714000030000,6558891.408470000100000
3401,31353,2013,147,10,30,31,25,59.165700000000001,-122.371330000000000,2.100000000000000,5,22,3,535944.516179000030000,6558672.371480000200000
3402,31353,2013,147,11,0,27,25,59.164290000000001,-122.367330000000000,2.100000000000000,5,27,3,536174.702416999960000,6558517.529299999600000
3403,31353,2013,147,11,30,33,25,59.160010000000000,-122.372339999999990,1.600000000000000,5,47,3,535892.729770999980000,6558038.245109999600000
3404,31353,2013,147,12,0,38,26,59.156790000000001,-122.377090000000000,1.900000000000000,4,42,3,535624.453134999960000,6557677.152239999700000
3405,31353,2013,147,12,30,25,25,59.155119999999997,-122.385140000000010,1.600000000000000,4,22,3,535165.792461000030000,6557486.927710000400000
3406,31353,2013,147,13,0,20,25,59.155490000000000,-122.388170000000000,2.400000000000000,4,52,3,534992.122548999960000,6557526.534550000000000
3407,31353,2013,147,13,30,11,25,59.155970000000003,-122.388220000000000,1.500000000000000,6,33,3,534988.772973999960000,6557579.956460000000000
3408,31353,2013,147,14,0,0,29,59.156160000000000,-122.388200000000000,2.600000000000000,5,27,3,534989.722824000050000,6557601.123490000100000
3409,31353,2013,147,14,30,0,29,59.155980000000000,-122.388250000000000,2.900000000000000,7,33,3,534987.047045000010000,6557581.054229999900000
3410,31353,2013,147,15,0,0,28,59.155980000000000,-122.388319999999990,1.200000000000000,7,42,3,534983.043695000000000,6557581.017529999800000
3411,31353,2013,147,15,30,13,25,59.155679999999997,-122.389169999999990,1.300000000000000,7,22,3,534934.737362000040000,6557547.167170000300000
3412,31353,2013,147,16,0,16,25,59.156660000000002,-122.395390000000010,1.100000000000000,7,22,3,534578.019211999960000,6557653.050909999800000
3413,31353,2013,147,16,30,38,24,59.157159999999998,-122.399069999999990,1.700000000000000,6,22,3,534367.060039000000000,6557706.825079999900000
3414,31353,2013,147,17,0,45,25,59.156970000000001,-122.402450000000000,2.500000000000000,4,22,3,534173.951330999960000,6557683.932690000200000
3415,31353,2013,147,17,30,20,22,59.158000000000001,-122.405430000000000,1.200000000000000,5,22,3,534002.505810000000000,6557797.101390000400000
3416,31353,2013,147,18,1,59,21,59.162599999999998,-122.408580000000000,1.300000000000000,5,62,3,533817.825642999960000,6558307.713019999700000
3417,31353,2013,147,18,31,21,20,59.164560000000002,-122.407349999999990,1.700000000000000,5,65,3,533886.218329000050000,6558526.584149999500000
3418,31353,2013,147,19,0,5,21,59.165689999999998,-122.406049999999990,1.800000000000000,4,32,3,533959.427731000000000,6558653.071220000300000
3419,31353,2013,147,19,30,30,19,59.168520000000001,-122.409420000000000,2.200000000000000,4,22,3,533763.960147000030000,6558966.483319999700000
3420,31353,2013,147,20,1,6,19,59.168039999999998,-122.417680000000000,2.100000000000000,5,64,3,533292.203161000040000,6558908.884449999800000
3421,31353,2013,147,20,30,27,18,59.169020000000003,-122.417580000000000,2.000000000000000,5,27,3,533296.967704999960000,6559018.058079999900000
3422,31353,2013,147,21,0,52,16,59.176060000000000,-122.416450000000000,1.500000000000000,5,37,3,533354.712550000050000,6559802.532250000200000
3423,31353,2013,147,21,30,54,19,59.177669999999999,-122.419880000000010,1.900000000000000,5,36,3,533157.104019999970000,6559980.097509999800000
3424,31353,2013,147,22,1,20,18,59.177619999999997,-122.421629999999990,2.700000000000000,4,47,3,533057.131608000030000,6559973.661570000500000
3425,31353,2013,147,22,30,5,19,59.177270000000000,-122.421560000000000,2.600000000000000,5,49,3,533061.470336999980000,6559934.723430000200000
3426,31353,2013,147,23,1,0,20,59.176600000000001,-122.420920000000000,2.000000000000000,5,97,3,533098.697298999990000,6559860.435619999700000
3427,31353,2013,147,23,32,0,22,59.176670000000001,-122.420880000000000,2.500000000000000,3,120,2,533100.915899000010000,6559868.250029999800000
